Year,Month,Day,Hours (UTC),Water Level (m)
2015,11,14,20,1.55874715
2015,11,14,21,1.55874715
2015,11,14,22,1.55569915
2015,11,14,23,1.55569915
2015,11,15,0,1.55874715
2015,11,15,1,1.56179515
2015,11,15,2,1.56484315
2015,11,15,3,1.56789115
2015,11,15,4,1.57093915
2015,11,15,5,1.57093915
2015,11,15,6,1.57093915
2015,11,15,7,1.57398715
2015,11,15,8,1.57398715
2015,11,15,9,1.57093915
2015,11,15,10,1.57093915
2015,11,15,11,1.56789115
2015,11,15,12,1.56484315
2015,11,15,13,1.56179515
2015,11,15,14,1.56179515
2015,11,15,15,1.55874715
2015,11,15,16,1.55874715
2015,11,15,17,1.55874715
2015,11,15,18,1.55874715
2015,11,15,19,1.55874715
2015,11,15,20,1.55569915
2015,11,15,21,1.55265115
2015,11,15,22,1.55265115
2015,11,15,23,1.55265115
2015,11,16,0,1.55265115
2015,11,16,1,1.55265115
2015,11,16,2,1.54960315
2015,11,16,3,1.54960315
2015,11,16,4,1.54960315
2015,11,16,5,1.54960315
2015,11,16,6,1.54960315
2015,11,16,7,1.54960315
2015,11,16,8,1.546555151
2015,11,16,9,1.546555151
2015,11,16,10,1.546555151
2015,11,16,11,1.543507151
2015,11,16,12,1.543507151
2015,11,16,13,1.543507151
2015,11,16,14,1.546555151
2015,11,16,15,1.54960315
2015,11,16,16,1.54960315
2015,11,16,17,1.55265115
2015,11,16,18,1.55265115
2015,11,16,19,1.55265115
2015,11,16,20,1.55569915
2015,11,16,21,1.55874715
2015,11,16,22,1.56179515
2015,11,16,23,1.56789115
2015,11,17,0,1.56789115
2015,11,17,1,1.57093915
2015,11,17,2,1.57093915
2015,11,17,3,1.57093915
2015,11,17,4,1.57093915
2015,11,17,5,1.56789115
2015,11,17,6,1.56789115
2015,11,17,7,1.56789115
2015,11,17,8,1.56789115
2015,11,17,9,1.56484315
2015,11,17,10,1.56484315
2015,11,17,11,1.56179515
2015,11,17,12,1.56179515
2015,11,17,13,1.55874715
2015,11,17,14,1.55874715
2015,11,17,15,1.55874715
2015,11,17,16,1.55874715
2015,11,17,17,1.55569915
2015,11,17,18,1.55569915
2015,11,17,19,1.55265115
2015,11,17,20,1.54960315
2015,11,17,21,1.54960315
2015,11,17,22,1.54960315
2015,11,17,23,1.54960315
2015,11,18,0,1.546555151
2015,11,18,1,1.546555151
2015,11,18,2,1.54960315
2015,11,18,3,1.54960315
2015,11,18,4,1.54960315
2015,11,18,5,1.54960315
2015,11,18,6,1.546555151
2015,11,18,7,1.546555151
2015,11,18,8,1.543507151
2015,11,18,9,1.540459151
2015,11,18,10,1.537411151
2015,11,18,11,1.534363151
2015,11,18,12,1.534363151
2015,11,18,13,1.534363151
2015,11,18,14,1.534363151
2015,11,18,15,1.534363151
2015,11,18,16,1.534363151
2015,11,18,17,1.534363151
2015,11,18,18,1.537411151
2015,11,18,19,1.534363151
2015,11,18,20,1.531315151
2015,11,18,21,1.528267151
2015,11,18,22,1.528267151
2015,11,18,23,1.525219151
2015,11,19,0,1.525219151
2015,11,19,1,1.522171151
2015,11,19,2,1.519123151
2015,11,19,3,1.519123151
2015,11,19,4,1.525219151
2015,11,19,5,1.525219151
2015,11,19,6,1.525219151
2015,11,19,7,1.525219151
2015,11,19,8,1.528267151
2015,11,19,9,1.525219151
2015,11,19,10,1.522171151
2015,11,19,11,1.519123151
2015,11,19,12,1.522171151
2015,11,19,13,1.525219151
2015,11,19,14,1.528267151
2015,11,19,15,1.528267151
2015,11,19,16,1.531315151
2015,11,19,17,1.534363151
2015,11,19,18,1.531315151
2015,11,19,19,1.534363151
2015,11,19,20,1.537411151
2015,11,19,21,1.537411151
2015,11,19,22,1.546555151
2015,11,19,23,1.55265115
2015,11,20,0,1.55569915
2015,11,20,1,1.55265115
2015,11,20,2,1.54960315
2015,11,20,3,1.54960315
2015,11,20,4,1.55265115
2015,11,20,5,1.55569915
2015,11,20,6,1.56179515
2015,11,20,7,1.56484315
2015,11,20,8,1.56179515
2015,11,20,9,1.56484315
2015,11,20,10,1.57093915
2015,11,20,11,1.57093915
2015,11,20,12,1.57398715
2015,11,20,13,1.57398715
2015,11,20,14,1.57093915
2015,11,20,15,1.56484315
2015,11,20,16,1.56484315
2015,11,20,17,1.56484315
2015,11,20,18,1.56789115
2015,11,20,19,1.56484315
2015,11,20,20,1.55569915
2015,11,20,21,1.54960315
2015,11,20,22,1.55569915
2015,11,20,23,1.56484315
2015,11,21,0,1.56179515
2015,11,21,1,1.531315151
2015,11,21,2,1.537411151
2015,11,21,3,1.531315151
2015,11,21,4,1.531315151
2015,11,21,5,1.528267151
2015,11,21,6,1.528267151
2015,11,21,7,1.525219151
2015,11,21,8,1.540459151
2015,11,21,9,1.534363151
2015,11,21,10,1.534363151
2015,11,21,11,1.543507151
2015,11,21,12,1.546555151
2015,11,21,13,1.54960315
2015,11,21,14,1.546555151
2015,11,21,15,1.54960315
2015,11,21,16,1.54960315
2015,11,21,17,1.55265115
2015,11,21,18,1.55874715
2015,11,21,19,1.55874715
2015,11,21,20,1.56179515
2015,11,21,21,1.56789115
2015,11,21,22,1.57093915
2015,11,21,23,1.57703515
2015,11,22,0,1.583131149
2015,11,22,1,1.586179149
2015,11,22,2,1.592275149
2015,11,22,3,1.598371149
2015,11,22,4,1.604467149
2015,11,22,5,1.610563148
2015,11,22,6,1.616659148
2015,11,22,7,1.619707148
2015,11,22,8,1.622755148
2015,11,22,9,1.625803148
2015,11,22,10,1.625803148
2015,11,22,11,1.631899148
2015,11,22,12,1.634947148
2015,11,22,13,1.637995148
2015,11,22,14,1.641043147
2015,11,22,15,1.641043147
2015,11,22,16,1.641043147
2015,11,22,17,1.644091147
2015,11,22,18,1.647139147
2015,11,22,19,1.650187147
2015,11,22,20,1.653235147
2015,11,22,21,1.650187147
2015,11,22,22,1.644091147
2015,11,22,23,1.641043147
2015,11,23,0,1.637995148
2015,11,23,1,1.631899148
2015,11,23,2,1.625803148
2015,11,23,3,1.622755148
2015,11,23,4,1.622755148
2015,11,23,5,1.619707148
2015,11,23,6,1.616659148
2015,11,23,7,1.613611148
2015,11,23,8,1.610563148
2015,11,23,9,1.604467149
2015,11,23,10,1.595323149
2015,11,23,11,1.595323149
2015,11,23,12,1.595323149
2015,11,23,13,1.592275149
2015,11,23,14,1.592275149
2015,11,23,15,1.589227149
2015,11,23,16,1.592275149
2015,11,23,17,1.592275149
2015,11,23,18,1.592275149
2015,11,23,19,1.592275149
2015,11,23,20,1.583131149
2015,11,23,21,1.57703515
2015,11,23,22,1.580083149
2015,11,23,23,1.586179149
2015,11,24,0,1.589227149
2015,11,24,1,1.589227149
2015,11,24,2,1.589227149
2015,11,24,3,1.595323149
2015,11,24,4,1.595323149
2015,11,24,5,1.595323149
2015,11,24,6,1.595323149
2015,11,24,7,1.592275149
2015,11,24,8,1.592275149
2015,11,24,9,1.583131149
2015,11,24,10,1.580083149
2015,11,24,11,1.57703515
2015,11,24,12,1.57093915
2015,11,24,13,1.56484315
2015,11,24,14,1.56179515
2015,11,24,15,1.55265115
2015,11,24,16,1.54960315
2015,11,24,17,1.54960315
2015,11,24,18,1.546555151
2015,11,24,19,1.546555151
2015,11,24,20,1.543507151
2015,11,24,21,1.540459151
2015,11,24,22,1.546555151
2015,11,24,23,1.54960315
2015,11,25,0,1.55265115
2015,11,25,1,1.55265115
2015,11,25,2,1.55874715
2015,11,25,3,1.56179515
2015,11,25,4,1.56789115
2015,11,25,5,1.56484315
2015,11,25,6,1.57093915
2015,11,25,7,1.57398715
2015,11,25,8,1.57703515
2015,11,25,9,1.583131149
2015,11,25,10,1.583131149
2015,11,25,11,1.589227149
2015,11,25,12,1.595323149
2015,11,25,13,1.598371149
2015,11,25,14,1.607515149
2015,11,25,15,1.610563148
2015,11,25,16,1.613611148
2015,11,25,17,1.613611148
2015,11,25,18,1.613611148
2015,11,25,19,1.616659148
2015,11,25,20,1.613611148
2015,11,25,21,1.610563148
2015,11,25,22,1.610563148
2015,11,25,23,1.610563148
2015,11,26,0,1.610563148
2015,11,26,1,1.607515149
2015,11,26,2,1.607515149
2015,11,26,3,1.607515149
2015,11,26,4,1.607515149
2015,11,26,5,1.610563148
2015,11,26,6,1.607515149
2015,11,26,7,1.607515149
2015,11,26,8,1.601419149
2015,11,26,9,1.598371149
2015,11,26,10,1.595323149
2015,11,26,11,1.592275149
2015,11,26,12,1.595323149
2015,11,26,13,1.595323149
2015,11,26,14,1.595323149
2015,11,26,15,1.595323149
2015,11,26,16,1.595323149
2015,11,26,17,1.598371149
2015,11,26,18,1.595323149
2015,11,26,19,1.595323149
2015,11,26,20,1.592275149
2015,11,26,21,1.589227149
2015,11,26,22,1.589227149
2015,11,26,23,1.592275149
2015,11,27,0,1.595323149
2015,11,27,1,1.595323149
2015,11,27,2,1.601419149
2015,11,27,3,1.604467149
2015,11,27,4,1.607515149
2015,11,27,5,1.610563148
2015,11,27,6,1.616659148
2015,11,27,7,1.619707148
2015,11,27,8,1.619707148
2015,11,27,9,1.619707148
2015,11,27,10,1.619707148
2015,11,27,11,1.619707148
2015,11,27,12,1.619707148
2015,11,27,13,1.616659148
2015,11,27,14,1.613611148
2015,11,27,15,1.613611148
2015,11,27,16,1.610563148
2015,11,27,17,1.610563148
2015,11,27,18,1.610563148
2015,11,27,19,1.607515149
2015,11,27,20,1.604467149
2015,11,27,21,1.601419149
2015,11,27,22,1.601419149
2015,11,27,23,1.601419149
2015,11,28,0,1.601419149
2015,11,28,1,1.598371149
2015,11,28,2,1.601419149
2015,11,28,3,1.601419149
2015,11,28,4,1.601419149
2015,11,28,5,1.598371149
2015,11,28,6,1.595323149
2015,11,28,7,1.595323149
2015,11,28,8,1.592275149
2015,11,28,9,1.589227149
2015,11,28,10,1.589227149
2015,11,28,11,1.586179149
2015,11,28,12,1.586179149
2015,11,28,13,1.586179149
2015,11,28,14,1.586179149
2015,11,28,15,1.589227149
2015,11,28,16,1.589227149
2015,11,28,17,1.589227149
2015,11,28,18,1.589227149
2015,11,28,19,1.589227149
2015,11,28,20,1.589227149
2015,11,28,21,1.589227149
2015,11,28,22,1.589227149
2015,11,28,23,1.589227149
2015,11,29,0,1.586179149
2015,11,29,1,1.586179149
2015,11,29,2,1.586179149
2015,11,29,3,1.586179149
2015,11,29,4,1.583131149
2015,11,29,5,1.583131149
2015,11,29,6,1.583131149
2015,11,29,7,1.583131149
2015,11,29,8,1.583131149
2015,11,29,9,1.580083149
2015,11,29,10,1.57703515
2015,11,29,11,1.57398715
2015,11,29,12,1.57398715
2015,11,29,13,1.56789115
2015,11,29,14,1.56789115
2015,11,29,15,1.56789115
2015,11,29,16,1.57093915
2015,11,29,17,1.56789115
2015,11,29,18,1.56484315
2015,11,29,19,1.56789115
2015,11,29,20,1.56789115
2015,11,29,21,1.56789115
2015,11,29,22,1.56789115
2015,11,29,23,1.56789115
2015,11,30,0,1.56789115
2015,11,30,1,1.56789115
2015,11,30,2,1.57093915
2015,11,30,3,1.57093915
2015,11,30,4,1.57398715
2015,11,30,5,1.57703515
2015,11,30,6,1.57398715
2015,11,30,7,1.56789115
2015,11,30,8,1.56789115
2015,11,30,9,1.56789115
2015,11,30,10,1.56789115
2015,11,30,11,1.56484315
2015,11,30,12,1.56179515
2015,11,30,13,1.55874715
2015,11,30,14,1.55874715
2015,11,30,15,1.56179515
2015,11,30,16,1.56484315
2015,11,30,17,1.56789115
2015,11,30,18,1.56484315
2015,11,30,19,1.56789115
2015,11,30,20,1.57093915
2015,11,30,21,1.57398715
2015,11,30,22,1.57398715
2015,11,30,23,1.57398715
2015,12,1,0,1.57703515
2015,12,1,1,1.580083149
2015,12,1,2,1.583131149
2015,12,1,3,1.586179149
2015,12,1,4,1.589227149
2015,12,1,5,1.592275149
2015,12,1,6,1.592275149
2015,12,1,7,1.595323149
2015,12,1,8,1.598371149
2015,12,1,9,1.601419149
2015,12,1,10,1.604467149
2015,12,1,11,1.607515149
2015,12,1,12,1.607515149
2015,12,1,13,1.607515149
2015,12,1,14,1.607515149
2015,12,1,15,1.607515149
2015,12,1,16,1.610563148
2015,12,1,17,1.607515149
2015,12,1,18,1.607515149
2015,12,1,19,1.607515149
2015,12,1,20,1.607515149
2015,12,1,21,1.607515149
2015,12,1,22,1.610563148
2015,12,1,23,1.610563148
2015,12,2,0,1.610563148
2015,12,2,1,1.610563148
2015,12,2,2,1.610563148
2015,12,2,3,1.610563148
2015,12,2,4,1.610563148
2015,12,2,5,1.610563148
2015,12,2,6,1.607515149
2015,12,2,7,1.607515149
2015,12,2,8,1.601419149
2015,12,2,9,1.598371149
2015,12,2,10,1.601419149
2015,12,2,11,1.598371149
2015,12,2,12,1.595323149
2015,12,2,13,1.595323149
2015,12,2,14,1.595323149
2015,12,2,15,1.595323149
2015,12,2,16,1.595323149
2015,12,2,17,1.592275149
2015,12,2,18,1.586179149
2015,12,2,19,1.586179149
2015,12,2,20,1.583131149
2015,12,2,21,1.580083149
2015,12,2,22,1.57703515
2015,12,2,23,1.57398715
2015,12,3,0,1.57703515
2015,12,3,1,1.57398715
2015,12,3,2,1.57703515
2015,12,3,3,1.57703515
2015,12,3,4,1.57398715
2015,12,3,5,1.57398715
2015,12,3,6,1.57398715
2015,12,3,7,1.57093915
2015,12,3,8,1.57093915
2015,12,3,9,1.57093915
2015,12,3,10,1.56789115
2015,12,3,11,1.56484315
2015,12,3,12,1.56789115
2015,12,3,13,1.56789115
2015,12,3,14,1.57093915
2015,12,3,15,1.57398715
2015,12,3,16,1.57398715
2015,12,3,17,1.57398715
2015,12,3,18,1.57398715
2015,12,3,19,1.57398715
2015,12,3,20,1.57398715
2015,12,3,21,1.57398715
2015,12,3,22,1.57398715
2015,12,3,23,1.57398715
2015,12,4,0,1.57398715
2015,12,4,1,1.57703515
2015,12,4,2,1.580083149
2015,12,4,3,1.580083149
2015,12,4,4,1.583131149
2015,12,4,5,1.586179149
2015,12,4,6,1.583131149
2015,12,4,7,1.583131149
2015,12,4,8,1.583131149
2015,12,4,9,1.583131149
2015,12,4,10,1.580083149
2015,12,4,11,1.580083149
2015,12,4,12,1.57703515
2015,12,4,13,1.57703515
2015,12,4,14,1.57703515
2015,12,4,15,1.57703515
2015,12,4,16,1.57703515
2015,12,4,17,1.57398715
2015,12,4,18,1.57398715
2015,12,4,19,1.57093915
2015,12,4,20,1.56789115
2015,12,4,21,1.56484315
2015,12,4,22,1.56789115
2015,12,4,23,1.56789115
2015,12,5,0,1.56789115
2015,12,5,1,1.56789115
2015,12,5,2,1.57093915
2015,12,5,3,1.57093915
2015,12,5,4,1.57093915
2015,12,5,5,1.57093915
2015,12,5,6,1.57093915
2015,12,5,7,1.57093915
2015,12,5,8,1.57093915
2015,12,5,9,1.57093915
2015,12,5,10,1.56789115
2015,12,5,11,1.56789115
2015,12,5,12,1.57093915
2015,12,5,13,1.56789115
2015,12,5,14,1.56789115
2015,12,5,15,1.57093915
2015,12,5,16,1.56789115
2015,12,5,17,1.56789115
2015,12,5,18,1.56484315
2015,12,5,19,1.56179515
2015,12,5,20,1.56179515
2015,12,5,21,1.55874715
2015,12,5,22,1.55874715
2015,12,5,23,1.55569915
2015,12,6,0,1.55265115
2015,12,6,1,1.55265115
2015,12,6,2,1.55265115
2015,12,6,3,1.55265115
2015,12,6,4,1.54960315
2015,12,6,5,1.54960315
2015,12,6,6,1.54960315
2015,12,6,7,1.54960315
2015,12,6,8,1.54960315
2015,12,6,9,1.54960315
2015,12,6,10,1.54960315
2015,12,6,11,1.55265115
2015,12,6,12,1.55265115
2015,12,6,13,1.54960315
2015,12,6,14,1.546555151
2015,12,6,15,1.543507151
2015,12,6,16,1.537411151
2015,12,6,17,1.534363151
2015,12,6,18,1.531315151
2015,12,6,19,1.528267151
2015,12,6,20,1.525219151
2015,12,6,21,1.525219151
2015,12,6,22,1.522171151
2015,12,6,23,1.522171151
2015,12,7,0,1.522171151
2015,12,7,1,1.525219151
2015,12,7,2,1.525219151
2015,12,7,3,1.525219151
2015,12,7,4,1.531315151
2015,12,7,5,1.531315151
2015,12,7,6,1.534363151
2015,12,7,7,1.537411151
2015,12,7,8,1.537411151
2015,12,7,9,1.540459151
2015,12,7,10,1.540459151
2015,12,7,11,1.540459151
2015,12,7,12,1.540459151
2015,12,7,13,1.540459151
2015,12,7,14,1.543507151
2015,12,7,15,1.546555151
2015,12,7,16,1.55265115
2015,12,7,17,1.55874715
2015,12,7,18,1.55874715
2015,12,7,19,1.55874715
2015,12,7,20,1.55569915
2015,12,7,21,1.55569915
2015,12,7,22,1.55265115
2015,12,7,23,1.54960315
2015,12,8,0,1.546555151
2015,12,8,1,1.55265115
2015,12,8,2,1.55874715
2015,12,8,3,1.56484315
2015,12,8,4,1.56789115
2015,12,8,5,1.57093915
2015,12,8,6,1.57398715
2015,12,8,7,1.57703515
2015,12,8,8,1.580083149
2015,12,8,9,1.583131149
2015,12,8,10,1.586179149
2015,12,8,11,1.589227149
2015,12,8,12,1.589227149
2015,12,8,13,1.589227149
2015,12,8,14,1.592275149
2015,12,8,15,1.592275149
2015,12,8,16,1.589227149
2015,12,8,17,1.589227149
2015,12,8,18,1.586179149
2015,12,8,19,1.586179149
2015,12,8,20,1.589227149
2015,12,8,21,1.586179149
2015,12,8,22,1.589227149
2015,12,8,23,1.592275149
2015,12,9,0,1.589227149
2015,12,9,1,1.586179149
2015,12,9,2,1.586179149
2015,12,9,3,1.586179149
2015,12,9,4,1.583131149
2015,12,9,5,1.57703515
2015,12,9,6,1.56789115
2015,12,9,7,1.55874715
2015,12,9,8,1.546555151
2015,12,9,9,1.537411151
2015,12,9,10,1.528267151
2015,12,9,11,1.522171151
2015,12,9,12,1.516075151
2015,12,9,13,1.513027152
2015,12,9,14,1.509979152
2015,12,9,15,1.506931152
2015,12,9,16,1.509979152
2015,12,9,17,1.506931152
2015,12,9,18,1.506931152
2015,12,9,19,1.506931152
2015,12,9,20,1.506931152
2015,12,9,21,1.503883152
2015,12,9,22,1.503883152
2015,12,9,23,1.503883152
2015,12,10,0,1.503883152
2015,12,10,1,1.506931152
2015,12,10,2,1.509979152
2015,12,10,3,1.516075151
2015,12,10,4,1.519123151
2015,12,10,5,1.519123151
2015,12,10,6,1.516075151
2015,12,10,7,1.519123151
2015,12,10,8,1.522171151
2015,12,10,9,1.522171151
2015,12,10,10,1.519123151
2015,12,10,11,1.516075151
2015,12,10,12,1.516075151
2015,12,10,13,1.513027152
2015,12,10,14,1.509979152
2015,12,10,15,1.509979152
2015,12,10,16,1.509979152
2015,12,10,17,1.506931152
2015,12,10,18,1.503883152
2015,12,10,19,1.503883152
2015,12,10,20,1.500835152
2015,12,10,21,1.500835152
2015,12,10,22,1.497787152
2015,12,10,23,1.494739152
2015,12,11,0,1.494739152
2015,12,11,1,1.494739152
2015,12,11,2,1.497787152
2015,12,11,3,1.497787152
2015,12,11,4,1.500835152
2015,12,11,5,1.500835152
2015,12,11,6,1.500835152
2015,12,11,7,1.500835152
2015,12,11,8,1.500835152
2015,12,11,9,1.500835152
2015,12,11,10,1.500835152
2015,12,11,11,1.503883152
2015,12,11,12,1.500835152
2015,12,11,13,1.503883152
2015,12,11,14,1.503883152
2015,12,11,15,1.506931152
2015,12,11,16,1.506931152
2015,12,11,17,1.509979152
2015,12,11,18,1.509979152
2015,12,11,19,1.513027152
2015,12,11,20,1.513027152
2015,12,11,21,1.513027152
2015,12,11,22,1.513027152
2015,12,11,23,1.513027152
2015,12,12,0,1.516075151
2015,12,12,1,1.519123151
2015,12,12,2,1.519123151
2015,12,12,3,1.522171151
2015,12,12,4,1.525219151
2015,12,12,5,1.525219151
2015,12,12,6,1.528267151
2015,12,12,7,1.528267151
2015,12,12,8,1.528267151
2015,12,12,9,1.528267151
2015,12,12,10,1.528267151
2015,12,12,11,1.528267151
2015,12,12,12,1.528267151
2015,12,12,13,1.528267151
2015,12,12,14,1.528267151
2015,12,12,15,1.528267151
2015,12,12,16,1.531315151
2015,12,12,17,1.528267151
2015,12,12,18,1.528267151
2015,12,12,19,1.525219151
2015,12,12,20,1.525219151
2015,12,12,21,1.522171151
2015,12,12,22,1.519123151
2015,12,12,23,1.522171151
2015,12,13,0,1.519123151
2015,12,13,1,1.522171151
2015,12,13,2,1.522171151
2015,12,13,3,1.522171151
2015,12,13,4,1.525219151
2015,12,13,5,1.525219151
2015,12,13,6,1.525219151
2015,12,13,7,1.525219151
2015,12,13,8,1.525219151
2015,12,13,9,1.528267151
2015,12,13,10,1.525219151
2015,12,13,11,1.525219151
2015,12,13,12,1.528267151
2015,12,13,13,1.528267151
2015,12,13,14,1.528267151
2015,12,13,15,1.531315151
2015,12,13,16,1.534363151
2015,12,13,17,1.537411151
2015,12,13,18,1.537411151
2015,12,13,19,1.537411151
2015,12,13,20,1.537411151
2015,12,13,21,1.537411151
2015,12,13,22,1.537411151
2015,12,13,23,1.537411151
2015,12,14,0,1.537411151
2015,12,14,1,1.534363151
2015,12,14,2,1.537411151
2015,12,14,3,1.534363151
2015,12,14,4,1.534363151
2015,12,14,5,1.534363151
2015,12,14,6,1.531315151
2015,12,14,7,1.528267151
2015,12,14,8,1.525219151
2015,12,14,9,1.525219151
2015,12,14,10,1.522171151
2015,12,14,11,1.522171151
2015,12,14,12,1.519123151
2015,12,14,13,1.519123151
2015,12,14,14,1.522171151
2015,12,14,15,1.522171151
2015,12,14,16,1.522171151
2015,12,14,17,1.525219151
2015,12,14,18,1.525219151
2015,12,14,19,1.525219151
2015,12,14,20,1.522171151
2015,12,14,21,1.519123151
2015,12,14,22,1.522171151
2015,12,14,23,1.519123151
2015,12,15,0,1.519123151
2015,12,15,1,1.519123151
2015,12,15,2,1.519123151
2015,12,15,3,1.519123151
2015,12,15,4,1.519123151
2015,12,15,5,1.516075151
2015,12,15,6,1.519123151
2015,12,15,7,1.516075151
2015,12,15,8,1.516075151
2015,12,15,9,1.513027152
2015,12,15,10,1.513027152
2015,12,15,11,1.513027152
2015,12,15,12,1.513027152
2015,12,15,13,1.509979152
2015,12,15,14,1.509979152
2015,12,15,15,1.513027152
2015,12,15,16,1.513027152
2015,12,15,17,1.513027152
2015,12,15,18,1.513027152
2015,12,15,19,1.513027152
2015,12,15,20,1.509979152
2015,12,15,21,1.509979152
2015,12,15,22,1.509979152
2015,12,15,23,1.509979152
2015,12,16,0,1.509979152
2015,12,16,1,1.509979152
2015,12,16,2,1.513027152
2015,12,16,3,1.516075151
2015,12,16,4,1.519123151
2015,12,16,5,1.516075151
2015,12,16,6,1.516075151
2015,12,16,7,1.516075151
2015,12,16,8,1.516075151
2015,12,16,9,1.516075151
2015,12,16,10,1.516075151
2015,12,16,11,1.516075151
2015,12,16,12,1.516075151
2015,12,16,13,1.513027152
2015,12,16,14,1.513027152
2015,12,16,15,1.516075151
2015,12,16,16,1.516075151
2015,12,16,17,1.519123151
2015,12,16,18,1.519123151
2015,12,16,19,1.519123151
2015,12,16,20,1.522171151
2015,12,16,21,1.519123151
2015,12,16,22,1.519123151
2015,12,16,23,1.522171151
2015,12,17,0,1.522171151
2015,12,17,1,1.525219151
2015,12,17,2,1.525219151
2015,12,17,3,1.525219151
2015,12,17,4,1.528267151
2015,12,17,5,1.528267151
2015,12,17,6,1.525219151
2015,12,17,7,1.525219151
2015,12,17,8,1.525219151
2015,12,17,9,1.525219151
2015,12,17,10,1.525219151
2015,12,17,11,1.525219151
2015,12,17,12,1.525219151
2015,12,17,13,1.525219151
2015,12,17,14,1.528267151
2015,12,17,15,1.528267151
2015,12,17,16,1.531315151
2015,12,17,17,1.528267151
2015,12,17,18,1.528267151
2015,12,17,19,1.525219151
2015,12,17,20,1.525219151
2015,12,17,21,1.525219151
2015,12,17,22,1.522171151
2015,12,17,23,1.525219151
2015,12,18,0,1.525219151
2015,12,18,1,1.525219151
2015,12,18,2,1.525219151
2015,12,18,3,1.525219151
2015,12,18,4,1.525219151
2015,12,18,5,1.525219151
2015,12,18,6,1.522171151
2015,12,18,7,1.525219151
2015,12,18,8,1.525219151
2015,12,18,9,1.525219151
2015,12,18,10,1.522171151
2015,12,18,11,1.525219151
2015,12,18,12,1.525219151
2015,12,18,13,1.525219151
2015,12,18,14,1.522171151
2015,12,18,15,1.525219151
2015,12,18,16,1.525219151
2015,12,18,17,1.525219151
2015,12,18,18,1.525219151
2015,12,18,19,1.525219151
2015,12,18,20,1.528267151
2015,12,18,21,1.528267151
2015,12,18,22,1.531315151
2015,12,18,23,1.534363151
2015,12,19,0,1.534363151
2015,12,19,1,1.540459151
2015,12,19,2,1.543507151
2015,12,19,3,1.546555151
2015,12,19,4,1.54960315
2015,12,19,5,1.55265115
2015,12,19,6,1.55265115
2015,12,19,7,1.55265115
2015,12,19,8,1.54960315
2015,12,19,9,1.54960315
2015,12,19,10,1.546555151
2015,12,19,11,1.543507151
2015,12,19,12,1.540459151
2015,12,19,13,1.537411151
2015,12,19,14,1.534363151
2015,12,19,15,1.531315151
2015,12,19,16,1.528267151
2015,12,19,17,1.525219151
2015,12,19,18,1.522171151
2015,12,19,19,1.516075151
2015,12,19,20,1.509979152
2015,12,19,21,1.509979152
2015,12,19,22,1.506931152
2015,12,19,23,1.506931152
2015,12,20,0,1.506931152
2015,12,20,1,1.509979152
2015,12,20,2,1.509979152
2015,12,20,3,1.506931152
2015,12,20,4,1.509979152
2015,12,20,5,1.509979152
2015,12,20,6,1.509979152
2015,12,20,7,1.513027152
2015,12,20,8,1.513027152
2015,12,20,9,1.513027152
2015,12,20,10,1.513027152
2015,12,20,11,1.513027152
2015,12,20,12,1.516075151
2015,12,20,13,1.516075151
2015,12,20,14,1.519123151
2015,12,20,15,1.522171151
2015,12,20,16,1.525219151
2015,12,20,17,1.528267151
2015,12,20,18,1.525219151
2015,12,20,19,1.525219151
2015,12,20,20,1.528267151
2015,12,20,21,1.531315151
2015,12,20,22,1.531315151
2015,12,20,23,1.528267151
2015,12,21,0,1.528267151
2015,12,21,1,1.531315151
2015,12,21,2,1.531315151
2015,12,21,3,1.537411151
2015,12,21,4,1.543507151
2015,12,21,5,1.546555151
2015,12,21,6,1.54960315
2015,12,21,7,1.55265115
2015,12,21,8,1.55265115
2015,12,21,9,1.55265115
2015,12,21,10,1.546555151
2015,12,21,11,1.546555151
2015,12,21,12,1.546555151
2015,12,21,13,1.546555151
2015,12,21,14,1.546555151
2015,12,21,15,1.546555151
2015,12,21,16,1.54960315
2015,12,21,17,1.546555151
2015,12,21,18,1.54960315
2015,12,21,19,1.54960315
2015,12,21,20,1.54960315
2015,12,21,21,1.54960315
2015,12,21,22,1.54960315
2015,12,21,23,1.54960315
2015,12,22,0,1.54960315
2015,12,22,1,1.55265115
2015,12,22,2,1.54960315
2015,12,22,3,1.55265115
2015,12,22,4,1.55265115
2015,12,22,5,1.55265115
2015,12,22,6,1.54960315
2015,12,22,7,1.54960315
2015,12,22,8,1.546555151
2015,12,22,9,1.543507151
2015,12,22,10,1.543507151
2015,12,22,11,1.540459151
2015,12,22,12,1.543507151
2015,12,22,13,1.540459151
2015,12,22,14,1.540459151
2015,12,22,15,1.540459151
2015,12,22,16,1.540459151
2015,12,22,17,1.537411151
2015,12,22,18,1.534363151
2015,12,22,19,1.531315151
2015,12,22,20,1.531315151
2015,12,22,21,1.528267151
2015,12,22,22,1.528267151
2015,12,22,23,1.528267151
2015,12,23,0,1.525219151
2015,12,23,1,1.522171151
2015,12,23,2,1.519123151
2015,12,23,3,1.516075151
2015,12,23,4,1.513027152
2015,12,23,5,1.506931152
2015,12,23,6,1.503883152
2015,12,23,7,1.500835152
2015,12,23,8,1.497787152
2015,12,23,9,1.491691152
2015,12,23,10,1.488643152
2015,12,23,11,1.488643152
2015,12,23,12,1.488643152
2015,12,23,13,1.485595152
2015,12,23,14,1.485595152
